"file","line","component","control","label","handlers","category","flows","mode"
"src/components/delivery-workspace.tsx","646","ProjectDirectory","textarea","""summary""","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","648","ProjectDirectory","button","Create project","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","660","ProjectDirectory","Link","Previous clients","href={projectDirectoryHref( workspaceSlug, projectPageInfo.page, clientPageInfo.page - 1, query, lifecycle, )}","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","676","ProjectDirectory","Link","Next clients","href={projectDirectoryHref( workspaceSlug, projectPageInfo.page, clientPageInfo.page + 1, query, lifecycle, )}","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","694","ProjectDirectory","form","<input type=""hidden"" name=""clientPage"" value={clientPageInfo.page} /> <input type=""search"" name=""query"" aria-label=""Search projects"" placeholder=""Search project key, name, or client"" defaultValue={query || """"} maxLength={120} /> <select name=""lifecycle"" aria-label=""Project lifecycle"" defaultValue={lifecycle} > <option ","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","695","ProjectDirectory","input","""clientPage""","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","696","ProjectDirectory","input","""Search projects""","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","704","ProjectDirectory","select","""Project lifecycle""","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","715","ProjectDirectory","button","Search","","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","719","ProjectDirectory","Link","Clear","href={`/app/${workspaceSlug}/projects`}","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","725","ProjectDirectory","Link","<div> <div className=""delivery-row-title""> <span className=""project-key"">{project.key}</span> <strong>{project.name}</strong> <span className={`state-token state-${project.lifecycle}`}> {project.lifecycle} </span> </div> <p>{project.summary || ""No project summary added.""}</p> </div> <div className=""delivery-row-meta""> ","href={`/app/${workspaceSlug}/projects/${project.key}`}","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","769","ProjectDirectory","Link","Previous","href={projectDirectoryHref( workspaceSlug, projectPageInfo.page - 1, clientPageInfo.page, query, lifecycle, )}","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","789","ProjectDirectory","Link","Next","href={projectDirectoryHref( workspaceSlug, projectPageInfo.page + 1, clientPageInfo.page, query, lifecycle, )}","Delivery","project_lifecycle","Business flow / supporting control"
"src/components/delivery-workspace.tsx","990","ProjectOverview","Link","My work","href={`/app/${workspaceSlug}/my-work`}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","991","ProjectOverview","Link","Open backlog","href={`/app/${workspaceSlug}/projects/${project.key}/backlog`}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","994","ProjectOverview","Link","Client collaboration","href={`/app/${workspaceSlug}/projects/${project.key}/client`}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1024","ProjectOverview","Link","Inspect commercial evidence →","href={`/app/${workspaceSlug}/projects/${project.key}/commercial`}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1062","ProjectOverview","Link","<span> <small>{item.identifier}</small> <strong>{item.title}</strong> </span> <span> <i className={`priority priority-${item.priority}`}> {item.priority} </i> <small>{item.status.replaceAll(""_"", "" "")}</small> </span>","href={`/app/${workspaceSlug}/projects/${project.key}/work/${item.id}`}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1095","ProjectOverview","Link","{currentCycle.name}","href={`/app/${workspaceSlug}/projects/${project.key}/cycles`}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1147","ProjectOverview","summary","Edit project details","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1148","ProjectOverview","form","<AppField id=""project-name"" label=""Project name"" required className=""form-span"" > <AppInput name=""name"" defaultValue={project.name} /> </AppField> <WorkspaceMemberPicker workspaceId={workspaceId} name=""leadUserId"" label=""Lead"" initialMembers={uniqueMembers([ ...projectMembers, ...workspaceMembers, ])} initialPageInfo={","action={editProject}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1160","ProjectOverview","WorkspaceMemberPicker","""Lead""","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1218","ProjectOverview","summary","New milestone","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1219","ProjectOverview","form","<label> <span>Name</span> <input name=""name"" required /> </label> <label> <span>Target date</span> <input name=""targetDate"" type=""date"" /> </label> <label> <span>Description</span> <textarea name=""description"" rows={3} /> </label> <button type=""submit"" disabled={pending}> Create milestone </button>","action={createMilestone}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1222","ProjectOverview","input","""name""","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1226","ProjectOverview","input","""targetDate""","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1230","ProjectOverview","textarea","""description""","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1232","ProjectOverview","button","Create milestone","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1247","ProjectOverview","select","{`Status for ${milestone.name}`}","onChange={(event) => updateMilestoneStatus( milestone, event.target.value as Milestone[""status""], ) }","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1264","ProjectOverview","summary","Edit","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1265","ProjectOverview","form","<label> <span>Name</span> <input name=""name"" defaultValue={milestone.name} required /> </label> <label> <span>Target date</span> <input name=""targetDate"" type=""date"" defaultValue={milestone.targetDate || """"} /> </label> <label> <span>Description</span> <textarea name=""description"" rows={3} defaultValue={milestone.descr","action={editMilestone.bind(null, milestone)}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1271","ProjectOverview","input","""name""","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1279","ProjectOverview","input","""targetDate""","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1287","ProjectOverview","textarea","""description""","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1293","ProjectOverview","button","Save milestone","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1319","ProjectOverview","button","Remove","onClick={() => removeMember(member)}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1332","ProjectOverview","form","<WorkspaceMemberPicker workspaceId={workspaceId} name=""userId"" label=""Add member"" initialMembers={workspaceMembers} initialPageInfo={workspaceMemberPageInfo} excludeUserIds={projectMembers.map((member) => member.userId)} /> <button type=""submit"" disabled={pending}> Add </button>","action={addMember}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1333","ProjectOverview","WorkspaceMemberPicker","""Add member""","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1341","ProjectOverview","button","Add","","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1350","ProjectOverview","button","Restore","onClick={() => updateLifecycle(""active"")}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1355","ProjectOverview","button","Complete","onClick={() => updateLifecycle(""completed"")}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/delivery-workspace.tsx","1361","ProjectOverview","button","Archive","onClick={() => updateLifecycle(""archived"")}","Delivery","project_lifecycle, project_members, project_milestones","Business flow / supporting control"
"src/components/engineering-workspace.tsx","309","EngineeringWorkspace","Link","Interpret delivery risk","href={`/app/${workspaceSlug}/projects/${project.key}/ai?kind=delivery_risk_brief`}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","334","EngineeringWorkspace","summary","Connect an explicitly granted repository","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","345","EngineeringWorkspace","form","<label> <span>Granted repository</span> <input name=""repositoryFullName"" placeholder=""owner/repository"" required /> </label> <button type=""submit"" disabled={ !engineering.configuration.githubConfigured || pending } > Authorize repository with GitHub </button>","onSubmit={connectRepository}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","351","EngineeringWorkspace","input","""owner/repository""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","357","EngineeringWorkspace","button","Authorize repository with GitHub","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","373","EngineeringWorkspace","a","{repository.fullName}","href={repository.url}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","391","EngineeringWorkspace","button","Refresh","onClick={() => repositoryAction(repository.id, ""reconcile"")}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","398","EngineeringWorkspace","button","Disconnect","onClick={() => repositoryAction(repository.id, ""disconnect"") }","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","428","EngineeringWorkspace","form","<label> <span>Work item</span> <select name=""workItemId"" required defaultValue=""""> <option value="""" disabled> Choose work </option> {engineering.workItems.map((work) => ( <option key={work.id} value={work.id}> {project.key}-{work.number} · {work.title} </option> ))} </select> </label> <label> <span>Pull request</span> ","onSubmit={linkEvidence}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","431","EngineeringWorkspace","select","""workItemId""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","444","EngineeringWorkspace","select","""artifactId""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","455","EngineeringWorkspace","button","Link evidence","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","472","EngineeringWorkspace","a","{artifact.title}","href={artifact.url}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","501","EngineeringWorkspace","Link","{work ? `${project.key}-${work.number}` : ""Work item""}","href={`/app/${workspaceSlug}/projects/${project.key}/work/${link.workItemId}`}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","512","EngineeringWorkspace","button","Unlink","onClick={() => unlinkEvidence(link.id)}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","545","EngineeringWorkspace","summary","Record verification","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","546","EngineeringWorkspace","form","<label> <span>Work item</span> <select name=""workItemId"" required defaultValue=""""> <option value="""" disabled> Choose work </option> {engineering.workItems.map((work) => ( <option key={work.id} value={work.id}> {project.key}-{work.number} · {work.title} </option> ))} </select> </label> <label> <span>Implementation versi","onSubmit={recordVerification}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","552","EngineeringWorkspace","select","""workItemId""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","565","EngineeringWorkspace","select","""artifactId""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","577","EngineeringWorkspace","select","""method""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","586","EngineeringWorkspace","select","""result""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","595","EngineeringWorkspace","input","""Regression, acceptance, security…""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","604","EngineeringWorkspace","input","""referenceUrl""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","608","EngineeringWorkspace","textarea","""notes""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","610","EngineeringWorkspace","button","Record verification","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","637","EngineeringWorkspace","Link","{project.key} - {work.number} · {work.title}","href={`/app/${workspaceSlug}/projects/${project.key}/work/${work.id}`}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","646","EngineeringWorkspace","a","Open bounded evidence reference","href={verification.referenceUrl}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","676","EngineeringWorkspace","summary","Record a defect","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","677","EngineeringWorkspace","form","<label className=""form-span""> <span>Title</span> <input name=""title"" required maxLength={240} /> </label> <label> <span>Severity</span> <select name=""severity"" defaultValue=""medium""> <option value=""low"">Low</option> <option value=""medium"">Medium</option> <option value=""high"">High</option> <option value=""critical"">Criti","onSubmit={recordDefect}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","683","EngineeringWorkspace","input","""title""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","687","EngineeringWorkspace","select","""severity""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","696","EngineeringWorkspace","select","""workItemId""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","707","EngineeringWorkspace","select","""artifactId""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","718","EngineeringWorkspace","select","""verificationId""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","729","EngineeringWorkspace","textarea","""description""","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","731","EngineeringWorkspace","button","Record defect","","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","763","EngineeringWorkspace","button","{defect.status === ""open"" ? ""Resolve defect"" : ""Reopen defect""}","onClick={() => toggleDefect(defect)}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","803","EngineeringWorkspace","Link","{item.identifier} · {item.title}","href={`/app/${workspaceSlug}/projects/${project.key}/work/${item.workItemId}`}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","828","EngineeringWorkspace","Link","Newer","href={`?page=${coverage.page.number - 1}`}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","833","EngineeringWorkspace","Link","Older","href={`?page=${coverage.page.number + 1}`}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","908","WorkEngineeringPanel","Link","Create work &amp; QA pack","href={aiHref}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","918","WorkEngineeringPanel","a","PR # {artifact.number} · {artifact.title}","href={artifact.url}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/components/engineering-workspace.tsx","938","WorkEngineeringPanel","a","evidence","href={verification.referenceUrl}","Engineering & QA","engineering_evidence, engineering_repositories, qa_verification, delivery_defects","Business flow / supporting control"
"src/app/client/notifications/page.tsx","23","ClientNotificationsPage","Link","Projects","href=""/client""","External client","client_inbox","Business flow / supporting control"
"src/app/client/notifications/page.tsx","24","ClientNotificationsPage","Link","Team workspace","href=""/app""","External client","client_inbox","Business flow / supporting control"
"src/components/client-notification-inbox.tsx","67","ClientNotificationInbox","Link","Open project","href={`/client/projects/${item.projectId}`}; onClick={() => { if (!item.readAt) markRead(item.id); }}","External client","client_inbox","Business flow / supporting control"
"src/components/client-notification-inbox.tsx","76","ClientNotificationInbox","button","Mark read","onClick={() => markRead(item.id)}","External client","client_inbox","Business flow / supporting control"
"src/app/client/page.tsx","27","ClientHomePage","Link","Inbox","href=""/client/notifications""","External client","client_project_access","Business flow / supporting control"
"src/app/client/page.tsx","28","ClientHomePage","Link","Team workspace","href=""/app""","External client","client_project_access","Business flow / supporting control"
"src/app/client/page.tsx","42","ClientHomePage","Link","<span className=""client-chip"">{project.role}</span> <h2>{project.name}</h2> <span>Open project →</span>","href={`/client/projects/${project.id}`}","External client","client_project_access","Business flow / supporting control"
"src/components/client-project-workspace.tsx","173","ClientProjectWorkspace","Link","{project.name}","href={`/client/projects/${project.id}`}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","183","ClientProjectWorkspace","Link","Inbox","href=""/client/notifications""","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","184","ClientProjectWorkspace","Link","Team workspace","href=""/app""","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","222","ClientProjectWorkspace","a","<span>{item.kind.replace(""_"", "" "")}</span> <strong>{item.label}</strong> <span aria-hidden=""true"">→</span>","href={`?page=${item.historyPage}&pageSize=${projection.history.pageSize}#${item.kind}-${item.targetId}`}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","275","ClientProjectWorkspace","form","<label> <span>Short title</span> <input name=""title"" required maxLength={240} /> </label> <label> <span>What would you like to change?</span> <textarea name=""requestText"" required maxLength={10_000} rows={5} /> </label> <button type=""submit"" className=""client-button primary"" disabled={pending} > Send request </button>","onSubmit={submitRequest}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","278","ClientProjectWorkspace","input","""title""","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","282","ClientProjectWorkspace","textarea","""requestText""","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","289","ClientProjectWorkspace","button","Send request","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","326","ClientProjectWorkspace","form","<input type=""hidden"" name=""target"" value={`request:${request.id}`} /> <label> <span>Reply to the project team</span> <textarea name=""body"" required maxLength={5_000} rows={3} /> </label> <button type=""submit"" className=""client-button primary"" disabled={pending} > Send clarification reply </button>","onSubmit={submitDiscussion}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","327","ClientProjectWorkspace","input","""target""","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","334","ClientProjectWorkspace","textarea","""body""","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","336","ClientProjectWorkspace","button","Send clarification reply","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","395","ClientProjectWorkspace","button","Approve","onClick={() => void actOnPacket(packet.id, ""approved"")}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","401","ClientProjectWorkspace","button","Reject","onClick={() => void actOnPacket(packet.id, ""rejected"")}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","409","ClientProjectWorkspace","button","Ask for clarification","onClick={() => void actOnPacket(packet.id, ""clarification_requested"") }","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","455","ClientProjectWorkspace","a","{packet ? `Packet v${packet.version} · ${packet.title}` : `Published packet ${packetId}`}","href={`#packet-${packetId}`}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","473","ClientProjectWorkspace","button","Accept this version","onClick={() => void actOnAcceptance(target.id, ""accepted"")}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","479","ClientProjectWorkspace","button","Needs changes","onClick={() => void actOnAcceptance(target.id, ""needs_changes"") }","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","505","ClientProjectWorkspace","form","<label> <span>Discuss</span> <select name=""target"" required> {discussionTargets.map((target) => ( <option value={target.value} key={target.value}> {target.label} </option> ))} </select> </label> <label> <span>Message</span> <textarea name=""body"" required maxLength={5_000} rows={4} /> </label> <button type=""submit"" clas","onSubmit={submitDiscussion}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","508","ClientProjectWorkspace","select","""target""","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","518","ClientProjectWorkspace","textarea","""body""","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","520","ClientProjectWorkspace","button","Add message","","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","554","ClientProjectWorkspace","Link","Newer history","href={`?page=${projection.history.page - 1}&pageSize=${projection.history.pageSize}`}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/components/client-project-workspace.tsx","565","ClientProjectWorkspace","Link","Older history","href={`?page=${projection.history.page + 1}&pageSize=${projection.history.pageSize}`}","External client","client_project_access, client_requests, client_discussion, client_packet_response, client_delivery_acceptance","Business flow / supporting control"
"src/app/onboarding/page.tsx","22","OnboardingPage","Link","Back to workspace","href={`/app/${existing[0].slug}`}","Getting started","workspace_setup","Business flow / supporting control"
"src/components/platform-forms.tsx","66","WorkspaceCreateForm","form","<label className=""platform-field"" htmlFor=""workspace-name""> <span> Workspace name{"" ""} <small>Usually your company or delivery organization</small> </span> <input id=""workspace-name"" name=""name"" required minLength={2} maxLength={100} autoComplete=""organization"" /> </label> <button className=""app-primary-button"" type=""s","onSubmit={submit}","Getting started","workspace_setup","Business flow / supporting control"
"src/components/platform-forms.tsx","72","WorkspaceCreateForm","input","""name""","","Getting started","workspace_setup","Business flow / supporting control"
"src/components/platform-forms.tsx","81","WorkspaceCreateForm","button","{pending ? ""Creating workspace…"" : ""Create workspace""} <span aria-hidden=""true"">↗</span>","","Getting started","workspace_setup","Business flow / supporting control"
"src/components/self-service-workspace.tsx","80","GettingStartedWorkspace","button","{onboarding.dismissed ? ""Resume checklist"" : ""Dismiss checklist""}","onClick={() => void setDismissed(!onboarding.dismissed)}","Getting started / Adoption & portability / Administration","workspace_onboarding, workspace_exports, workspace_lifecycle","Business flow / supporting control"
"src/components/self-service-workspace.tsx","119","OnboardingRow","Link","Open action","href={step.href}","Getting started / Adoption & portability / Administration","workspace_onboarding, workspace_exports, workspace_lifecycle","Business flow / supporting control"
"src/components/self-service-workspace.tsx","303","WorkspaceLifecyclePanel","button","{pending ? ""Working…"" : ""Create comprehensive export""}","onClick={() => void createExport()}","Getting started / Adoption & portability / Administration","workspace_onboarding, workspace_exports, workspace_lifecycle","Business flow / supporting control"
"src/components/self-service-workspace.tsx","322","WorkspaceLifecyclePanel","button","Download part {part.partNumber} ( {Math.ceil(part.byteSize / 1024)} {"" ""} KB)","onClick={() => void downloadPart(part.partNumber)}","Getting started / Adoption & portability / Administration","workspace_onboarding, workspace_exports, workspace_lifecycle","Business flow / supporting control"
"src/components/self-service-workspace.tsx","351","WorkspaceLifecyclePanel","button","Cancel request","onClick={() => void cancel()}","Getting started / Adoption & portability / Administration","workspace_onboarding, workspace_exports, workspace_lifecycle","Business flow / supporting control"
"src/components/self-service-workspace.tsx","372","WorkspaceLifecyclePanel","form","<label className=""platform-field""> <span>Request type</span> <select name=""intent"" defaultValue=""closure""> <option value=""closure"">Closure review</option> <option value=""deletion"">Deletion review</option> </select> </label> <label className=""platform-field""> <span>Type the workspace slug to confirm: {workspaceSlug}</sp","onSubmit={submit}","Getting started / Adoption & portability / Administration","workspace_onboarding, workspace_exports, workspace_lifecycle","Business flow / supporting control"
"src/components/self-service-workspace.tsx","375","WorkspaceLifecyclePanel","select","""intent""","","Getting started / Adoption & portability / Administration","workspace_onboarding, workspace_exports, workspace_lifecycle","Business flow / supporting control"
"src/components/self-service-workspace.tsx","382","WorkspaceLifecyclePanel","input","""confirmation""","","Getting started / Adoption & portability / Administration","workspace_onboarding, workspace_exports, workspace_lifecycle","Business flow / supporting control"
